active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
Chris Auer,S11,,"Fintech,Consumer Finance",0,San Francisco,,"MarketBrief analyzes 30,000+ trusted documents per day looking for relevant business headlines and breaking news all within fractions of a second.",MarketBrief,"San Francisco, CA, USA",Generate stories from SEC filings.,Inactive,analytics,2,http://marketbrief.com
"Pradeep Elankumaran,Brendan Lim",S11,,"Consumer,Home and Personal",0,Mountain View,,"Kicksend is a web, mobile and desktop app that provides an easy solution for printing and sending photographs. Kicksend platform is complete with social tools, multiple payment options, one click purchasing and a robust virtual currency system. The company has partnerships with Walmart, Walgreens, Target, CVS and Duane Reade that provide local retail locations for users to pick up their printed photos.",Kicksend,"Mountain View, CA, USA","Send and print photo albums with people you love.

Acquired by Lyft",Inactive,,11,http://kicksend.com
"Greg Cooper,Simon Fletcher",S11,,"B2B,Productivity",0,San Francisco,,"BakedCode create applications which help developers and businesses, focusing on making new solutions or improving on current solutions.",Interstate,"San Francisco, CA, USA",Create & Share Product Roadmaps,Inactive,productivity,2,http://interstateapp.com
"Oliver Cameron,Vibhu Norby",S11,,"Consumer,Social",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/9afd94b43ca34ee79ef76d477bad014e3b396966.png,"Everyme is the private social network. With Everyme, you can share like you do in real life, in intimate Circles.

A Circle is a private news feed between you and a group of people. It’s private and secure, so you no longer need to worry about who sees what. And because a Circle is created from your address book, you don’t need to convince everyone to sign up for yet another service in order to receive your stories, it just works.",Everyme,"Mountain View, CA, USA",The #1 private social network,Inactive,social-network,2,http://everyme.com
Paul Chou,S11,,"Consumer,Home and Personal",0,San Francisco,,"Opez is dedicated to helping you discover exceptional service professionals. But who are these people, you might ask, and what are they like? Well, friends, let us tell you. To us, exceptional service professionals are individuals who consistently exceed your expectations in their line of work because they love what they do and because they love their customers.",Opez,"San Francisco, CA, USA",Yelp for service pros.,Inactive,"marketplace,reviews",11,http://opez.com
"Darren Nix,Jason Traff",S11,,"Fintech,Consumer Finance",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/dd84096638821143234fa64c438277bfe5cbc4e7.png,"Leaky is the best, free way to compare insurance.

With Leaky, we let you compare both prices and personalized quality scores for the largest insurers in the US. Insurance doesn't need to be scary, and so we do our best to help you through the process of comparing, shopping, and buying insurance.",Leaky,"San Francisco, CA, USA",Online auto and business insurance. (Acquired 2013),Inactive,insurance,2,http://leaky.com
"Yin Wu,Xuwen Cao,John Hiesey,Shazad Mohamed",S11,,"Consumer,Social",0,NY,,Creating modular server side software with Swift.,Vapor,"NY, USA",In-video advertising.,Inactive,video,2,http://askolo.com
"Nikhil Abraham,Shaun Davis,Matt Kopko,James Shkolnik",S11,,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,,"Rentobo is a new tool built for landlords, managers, and agents of all sizes to simplify the process of finding and signing a new tenant for your rental property.

Enter your listing details once at Rentobo and we will help you promote your property across major rental search sites.

Rentobo organizes rental applications, credit scores, and social networks into an easy to use tenant profile - everything you need to make a decision.

Tenants use Rentobo to sign their lease and submit their deposit electronically. Combined with online applications you can stop pushing paper.

For more information, please visit us at: http://www.rentobo.com",Rentobo,"San Francisco, CA, USA","The easiest way to find a tenant.

Rentobo is a tool that makes it…",Inactive,"marketplace,real-estate",11,http://rentobo.com
"Jason Shen,Randy Pang,Kalvin Wang",S11,2011,"Consumer,Transportation Services",0,San Francisco,,"Ridejoy is a community-driven marketplace for sharing rides.

Ridejoy making it easy to share rides with friendly people. If you're going on a trip, you can list extra seat space in your car, and if you need to get somewhere, you can find a ride, using their service.",Ridejoy,"San Francisco, CA, USA",Long-distance carpooling marketplace. Shut down in early 2013.,Inactive,marketplace,11,http://ridejoy.com
"Michael Dwan,JP Ren",S11,,"Consumer,Content",0,"Boulder, CO",,"Snapjoy is an online photo storage service that imports photos from anywhere and organizes them in a meaningful way.

After uploading some photos, the app categorizes the photos for its user, using metadata to try to intelligently place the correct photos in each album. If the user uploads the same photo multiple times, Snapjoy ignores the duplicates.

By default, everything uploaded to Snapjoy is private but users can still share photos with specific groups of friends, and if the users grant permission, friends can actually copy users’ photos into their own Snapjoy album.

Snapjoy was launched in 2011 and is headquartered in Boulder, C.O.",Snapjoy,"Boulder, CO, USA",Photo library.,Inactive,,11,http://snapjoy.com
Nathan Kontny,S11,2011,"B2B,Productivity",0,"Chicago, IL",,"Draft is a streamlined online word processor with version control.

Draft offers clean saves of drafts instead of the usual autosave jumble, clear version control between multiple users, easy importing from popular file services like Dropbox and Evernote, and something pretty unique — an editing service.

Built by one-man Y Combinator team Nathan Kontny (previously the cofounder of Inkling and Cityposh), the web app puts solo writing first. Its interface makes a point of looking nice, with the words you write appearing in large, plain-text font on a light-gray background.",Draft,"Chicago, IL, USA",Making Draft. Super simple version control and collaboration for…,Inactive,"documents,saas",1,http://draftin.com
Samuel Hsiung,W09,,"Consumer,Social",0,Mountain View,,"thesixtyone is Digg for new music, a social filter for the tsunami of indie creativity hitting the web. Like Digg, the homepage is community driven. Listeners who sign up are given a daily number of ""hearts"" they can use to vote on songs they like. If songs you heart become popular, you earn reputation points, level up, and unlock community abilities. Listeners can also earn achievement badges for various activities, like hearting songs in under-explored genres or reaching a playcount milestone. All tracks are fully streamable and can be organized in tag-based playlists. To lubricate the experience, they've invented an ajax navigation system that allows listeners to enjoy seamless audio playback across pageviews.",Recurious,"Mountain View, CA, USA",,Inactive,,0,http://thesixtyone.com
Dannie Chu,W09,,"Consumer,Food and Beverage",0,San Francisco,,"Foodoro is a marketplace where people can buy specialty food directly from artisanal Foodmakers

Our goal is to help people discover amazing food products and connect them with the folks who make their food

Our company was started in 2008 by a small group of folks obsessed with food and technology

People were always telling us about small Foodmakers who make amazing products, but we found it difficult to get our hands on their food. So, we decided to build a better way to help people discover and buy the best food products anywhere",Foodoro,"San Francisco, CA, USA",,Inactive,,11,http://foodoro.com
"Srini Panguluri,Kulveer Taggar,Joe Wong",S11,,"Real Estate and Construction,Housing and Real Estate",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7a77198c0030d747ae9d8cca182ce3d6f4fe59dd.png,,Zeus,"San Francisco, CA, USA",Tech-enabled property manager focused on corporate rentals,Inactive,"real-estate,proptech",200,https://zeusliving.com/
"Scott Bell,Daniel Gackle",W09,,"B2B,Productivity",0,,,"Skysheet is a web-based spreadsheet, in stealth mode as of March 2009.",Skysheet,,Browser-based spreadsheet.,Inactive,,2,http://skysheet.com
"Shazz Bhunnoo,Mike Laming",W09,,"Real Estate and Construction,Housing and Real Estate",0,,,,Spaces Life,,,Inactive,,0,http://spaceslife.com
"Jonathan Berger,Michael Kodiak,Laura Savidge",W09,,"Consumer,Social",0,Mountain View,,Picurio is web-based photo sharing and photo management software.,Picurio,"Mountain View, CA, USA",,Inactive,,2,http://picurio.com
"Andrew Ow,Joey Liaw",W09,,"Consumer,Gaming",0,CA,https://bookface-images.s3.amazonaws.com/small_logos/3ac20ac455dd6043cbdfc242898a73e662056436.png,"Voxli offers browser-based group voice chat for gamers and teams.

Users of Voxli can voice chat with up to 200 people at a time without leaving the browser or setting up a voice server. Each group voice chat exists at a persistent URL, which can be shared with friends via email or IM. Voxli works on Windows and Mac, and supports push-to-talk (walkie talkie) functionality outside of the browser.

Voxli is currently free while it is in open beta.",Voxli,"CA, USA",,Inactive,,2,http://voxli.com
"James Boyle,Jodie Griggs",W09,,"Consumer,Social",0,San Francisco,,Nambii is an online dating service with iPhone applications that allow users to send and receive flirts with people around them.,Nambii,"San Francisco, CA, USA",,Inactive,,0,http://nambii.com
Nick Alexander,W09,,"B2B,Marketing",0,San Francisco,,,PetaSales,"San Francisco, CA, USA",,Inactive,,2,http://
"Ted Blackman,Amir Hirsch,Roee Shenberg,Shlomo Zippel",S11,,"Consumer,Gaming",0,San Francisco,,"Zigfu is the easiest way to make and play Kinect apps. Download the plugin, hook up your sensor, and enjoy the future now!",Zigfu,"San Francisco, CA, USA",Layer above Kinect.,Inactive,augmented-reality,2,http://breaks.nu
"Muzzammil (MZ) Zaveri,Ethan Fast",S11,2011,"B2B,Infrastructure",0,Palo Alto,,Proxino is a cloud platform for monitoring and debugging client-side JavaScript.,Proxino,"Palo Alto, CA, USA",Javascript proxy.,Inactive,developer-tools,,http://proxino.com
Hamilton Chan,S11,,"Consumer,Food and Beverage",0,"Los Angeles, CA",,"Paperlinks' mission is to hyperlink the real world. Currently, Paperlinks fulfills this by providing the ultimate QR code infrastructure for businesses. Paperlinks' solution is end-to-end, providing: a free QR reading app; code generation; a Content Management System for managing code content; and in-house design and print services.",PayDragon,"Los Angeles, CA, USA",Hyperlinking the real world.,Inactive,,11,http://paperlinks.com
"David Dolphin,Patrick O'Doherty",S11,2011,"B2B,Infrastructure",0,Mountain View,https://bookface-images.s3.amazonaws.com/small_logos/97ac2d1f2ee3d7797ec3d2c94a674d1bedc1494d.png,Formerly Pingm.,PhoneSys,"Mountain View, CA, USA",The Phone System for Sales Teams.,Inactive,"sales,crm,telecommunications",4,http://pingm.net
"Akshay Dodeja,Paul Stamatiou",S11,,"Consumer,Home and Personal",0,San Francisco,,"Picplum is a photo printing service that is the perfect addition to any family with young children. We know parents are too busy to organize their photos, let alone to find the time to print and share them. That's where Picplum comes in - it's the hassle-free way to share your best moments with friends and family.",Picplum,"San Francisco, CA, USA",,Inactive,,2,https://picplum.com
Sagar Shah,S11,,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/97b65f8dea0502efd7643266c7f38485fe09a254.png,"Quad is where college students get things done.
 
Today, over 41% of students drop out, 1 in 3 struggle with time management, and 45% end up underemployed because most solutions are ineffective for the modern student. We built Quad to fix this.

Quad enables students to automatically keep track of their daily coursework, chat with their classmates, and get help - all in one mobile platform. Our proprietary technology transforms assignment information traditionally locked inside the syllabus into dynamic and structured data students utilize daily. 

We believe that technology with the power to engage students on a daily basis has the ability to fundamentally improve student outcomes.",Quad,"San Francisco, CA, USA",Quad is where college students get things done.,Inactive,education,12,http://thequad.com
"Robert Farazin,Rok Gregorič,Miha Rebernik",S11,,"B2B,Marketing",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5bde29500d01b2d805112b253770eaf004e9a0dd.png,"Dubjoy makes it easy for anyone to translate and voice-over any video.

Businesses that produce or host a lot of video content use Dubjoy to grow faster and go global.

People who speak at least 2 languages are able to earn some extra cash or create a job for themselves.",Dubjoy,"San Francisco, CA, USA",Dubjoy translates and voice-overs your video to any language,Inactive,video,2,http://dubjoy.com
"Kev Zettler,Sean Grove",S11,,"B2B,Productivity",0,San Francisco,,"Zenbox is a browser extension that connects all of your SaaS services.Open an email, and Zenbox pulls in your customer information from dozens of services right into the sidebar.",Zenbox,"San Francisco, CA, USA","Brings dozens of SaaS's (Mailchimp, Stripe, Shopify, Salesforce,…",Inactive,"saas,productivity,email",2,http://zenboxapp.com
"Ryan Mickle,Ed McManus",S11,,"Consumer,Home and Personal",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/58b5a8806dd90340924072c01fa32b58d88ba99f.png,"FOBO is a local marketplace for selling consumer electronics.

FOBO offers users a new way to sell goods via mobile app. It gets rid of all the hassle that is usually associated with local marketplaces and makes it ultra-simple and ultra-fast to do so. The app guarantees sellers will get a certain price for their devices and will be paid upfront, and ensures that their product is sold fast — within 97 minutes.",Fobo,"San Francisco, CA, USA",Sell to people nearby.,Acquired,"e-commerce,location-based",2,http://fobo.net
Mikael Bernstein,S11,,Education,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9e202d47dfd6212d41b14cf8cb6fc6bbbc7680ad.png,"Verbling’s mission is to empower people all over the world to become fluent in a foreign language. We use online live video technology to help people develop their skills together with teachers and students on a global scale. The core team is based in San Francisco, California. The teachers and students who make our mission possible are spread across six continents.",Verbling,"San Francisco, CA, USA",Language learning through video chat.,Acquired,education,2,http://verbling.com
